state_name,year,ethanol_beer_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_shots_liquor,number_of_drinks_total,beer_share_signal,spirit_share_signal,total_selected_signal,total_drinks_signal
Montana,2011,1.61,0.9,2.98,381.6296,186.8613,635.7333,0.540268456375839,0.30201342281879195,2.5100000000000002,635.7333
Montana,2012,1.65,0.94,3.08,391.1111,195.1663,657.0667,0.5357142857142857,0.3051948051948052,2.59,657.0667
Montana,2013,1.64,0.95,3.07,388.7407,197.2425,654.9333,0.5342019543973942,0.30944625407166126,2.59,654.9333
Montana,2014,1.63,0.96,3.09,386.3704,199.3187,659.2,0.5275080906148867,0.31067961165048547,2.59,659.2
Montana,2015,1.63,0.96,3.09,386.3704,199.3187,659.2,0.5275080906148867,0.31067961165048547,2.59,659.2
Montana,2016,1.62,0.98,3.12,384.0,203.4712,665.6,0.5192307692307693,0.3141025641025641,2.6,665.6
Montana,2017,1.61,0.98,3.1,381.6296,203.4712,661.3333,0.5193548387096775,0.3161290322580645,2.59,661.3333
Montana,2018,1.6,0.99,3.1,379.2593,205.5474,661.3333,0.5161290322580645,0.3193548387096774,2.59,661.3333
Montana,2019,1.61,1.02,3.15,381.6296,211.7762,672.0,0.5111111111111112,0.3238095238095238,2.63,672.0
Montana,2020,1.65,1.12,3.31,391.1111,232.5385,706.1333,0.49848942598187307,0.338368580060423,2.77,706.1333
Montana,2021,1.66,1.14,3.33,393.4815,236.691,710.4,0.4984984984984985,0.3423423423423423,2.8,710.4
Montana,2022,1.58,1.14,3.22,374.5185,236.691,686.9333,0.4906832298136646,0.3540372670807453,2.7199999999999998,686.9333
Montana,2023,1.53,1.11,3.12,362.6667,230.4623,665.6,0.49038461538461536,0.3557692307692308,2.64,665.6
Nebraska,1977,1.46,0.91,2.54,346.0741,188.9376,541.8667,0.5748031496062992,0.3582677165354331,2.37,541.8667
Nebraska,1978,1.48,0.9,2.56,350.8148,186.8613,546.1333,0.578125,0.3515625,2.38,546.1333
Nebraska,1979,1.52,0.89,2.59,360.2963,184.7851,552.5333,0.5868725868725869,0.34362934362934366,2.41,552.5333
Nebraska,1980,1.56,0.88,2.63,369.7778,182.7088,561.0667,0.5931558935361217,0.3346007604562738,2.44,561.0667
Nebraska,1981,1.57,0.88,2.65,372.1481,182.7088,565.3333,0.5924528301886793,0.33207547169811324,2.45,565.3333
Nebraska,1982,1.51,0.58,2.37,357.9259,120.4217,505.6,0.6371308016877637,0.24472573839662445,2.09,505.6
Nebraska,1983,1.5,0.8,2.51,355.5556,166.0989,535.4667,0.5976095617529881,0.3187250996015937,2.3,535.4667
Nebraska,1984,1.46,0.77,2.43,346.0741,159.8702,518.4,0.6008230452674896,0.3168724279835391,2.23,518.4
Nebraska,1985,1.41,0.76,2.39,334.2222,157.794,509.8667,0.5899581589958158,0.3179916317991632,2.17,509.8667
Nebraska,1986,1.41,0.69,2.33,334.2222,143.2603,497.0667,0.6051502145922746,0.296137339055794,2.0999999999999996,497.0667
Nebraska,1987,1.43,0.67,2.33,338.963,139.1079,497.0667,0.6137339055793991,0.2875536480686695,2.1,497.0667
Nebraska,1988,1.41,0.66,2.3,334.2222,137.0316,490.6667,0.6130434782608696,0.28695652173913044,2.07,490.6667
Nebraska,1989,1.41,0.64,2.26,334.2222,132.8792,482.1333,0.6238938053097345,0.28318584070796465,2.05,482.1333
Nebraska,1990,1.41,0.64,2.25,334.2222,132.8792,480.0,0.6266666666666666,0.28444444444444444,2.05,480.0
Nebraska,1991,1.4,0.61,2.19,331.8519,126.6504,467.2,0.639269406392694,0.2785388127853881,2.01,467.2
Nebraska,1992,1.37,0.61,2.16,324.7407,126.6504,460.8,0.6342592592592593,0.2824074074074074,1.98,460.8
Nebraska,1993,1.37,0.59,2.14,324.7407,122.498,456.5333,0.6401869158878505,0.2757009345794392,1.96,456.5333
Nebraska,1994,1.39,0.57,2.14,329.4815,118.3455,456.5333,0.6495327102803737,0.26635514018691586,1.96,456.5333
Nebraska,1995,1.35,0.57,2.1,320.0,118.3455,448.0,0.6428571428571429,0.2714285714285714,1.92,448.0
Nebraska,1996,1.35,0.57,2.11,320.0,118.3455,450.1333,0.6398104265402844,0.27014218009478674,1.92,450.1333
Nebraska,1997,1.35,0.56,2.09,320.0,116.2693,445.8667,0.645933014354067,0.2679425837320575,1.9100000000000001,445.8667
Nebraska,1998,1.39,0.58,2.16,329.4815,120.4217,460.8,0.6435185185185184,0.2685185185185185,1.9699999999999998,460.8
Nebraska,1999,1.42,0.6,2.19,336.5926,124.5742,467.2,0.6484018264840182,0.273972602739726,2.02,467.2
Nebraska,2000,1.44,0.62,2.23,341.3333,128.7267,475.7333,0.6457399103139013,0.27802690582959644,2.06,475.7333
Nebraska,2001,1.43,0.6,2.2,338.963,124.5742,469.3333,0.6499999999999999,0.2727272727272727,2.03,469.3333
Nebraska,2002,1.45,0.61,2.23,343.7037,126.6504,475.7333,0.6502242152466368,0.273542600896861,2.06,475.7333
Nebraska,2003,1.43,0.63,2.24,338.963,130.8029,477.8667,0.6383928571428571,0.28125,2.06,477.8667
Nebraska,2004,1.44,0.65,2.28,341.3333,134.9554,486.4,0.6315789473684211,0.28508771929824567,2.09,486.4
Nebraska,2005,1.41,0.68,2.29,334.2222,141.1841,488.5333,0.6157205240174672,0.29694323144104806,2.09,488.5333
Nebraska,2006,1.42,0.71,2.35,336.5926,147.4128,501.3333,0.6042553191489362,0.3021276595744681,2.13,501.3333
Nebraska,2007,1.43,0.67,2.31,338.963,139.1079,492.8,0.619047619047619,0.29004329004329005,2.1,492.8
Nebraska,2008,1.45,0.68,2.33,343.7037,141.1841,497.0667,0.6223175965665235,0.2918454935622318,2.13,497.0667
Nebraska,2009,1.42,0.67,2.29,336.5926,139.1079,488.5333,0.6200873362445415,0.2925764192139738,2.09,488.5333
Nebraska,2010,1.4,0.67,2.28,331.8519,139.1079,486.4,0.6140350877192983,0.29385964912280704,2.07,486.4
Nebraska,2011,1.39,0.69,2.29,329.4815,143.2603,488.5333,0.6069868995633187,0.30131004366812225,2.08,488.5333
Nebraska,2012,1.41,0.69,2.32,334.2222,143.2603,494.9333,0.6077586206896551,0.2974137931034483,2.0999999999999996,494.9333
Nebraska,2013,1.39,0.71,2.32,329.4815,147.4128,494.9333,0.5991379310344828,0.3060344827586207,2.0999999999999996,494.9333
Nebraska,2014,1.37,0.72,2.3,324.7407,149.4891,490.6667,0.5956521739130436,0.3130434782608696,2.09,490.6667
Nebraska,2015,1.34,0.71,2.27,317.6296,147.4128,484.2667,0.5903083700440529,0.31277533039647576,2.05,484.2667
Nebraska,2016,1.3,0.72,2.24,308.1481,149.4891,477.8667,0.5803571428571428,0.3214285714285714,2.02,477.8667
Nebraska,2017,1.26,0.72,2.2,298.6667,149.4891,469.3333,0.5727272727272726,0.3272727272727272,1.98,469.3333
Nebraska,2018,1.22,0.73,2.16,289.1852,151.5653,460.8,0.5648148148148148,0.3379629629629629,1.95,460.8
Nebraska,2019,1.21,0.74,2.17,286.8148,153.6415,462.9333,0.5576036866359447,0.34101382488479265,1.95,462.9333
Nebraska,2020,1.18,0.75,2.14,279.7037,155.7178,456.5333,0.5514018691588785,0.35046728971962615,1.93,456.5333
Nebraska,2021,1.16,0.82,2.19,274.963,170.2514,467.2,0.5296803652968036,0.3744292237442922,1.98,467.2
Nebraska,2022,1.09,0.86,2.16,258.3704,178.5564,460.8,0.5046296296296297,0.39814814814814814,1.9500000000000002,460.8
Nebraska,2023,1.01,0.86,2.07,239.4074,178.5564,441.6,0.4879227053140097,0.41545893719806765,1.87,441.6
Nevada,1977,1.99,3.56,6.32,471.7037,739.1403,1348.2667,0.31487341772151894,0.5632911392405063,5.55,1348.2667
Nevada,1978,2.01,3.34,6.13,476.4444,693.4631,1307.7333,0.3278955954323001,0.5448613376835236,5.35,1307.7333
Nevada,1979,2.07,2.97,5.83,490.6667,616.6423,1243.7333,0.3550600343053173,0.5094339622641509,5.04,1243.7333
Nevada,1980,2.06,2.9,5.75,488.2963,602.1087,1226.6667,0.3582608695652174,0.5043478260869565,4.96,1226.6667
Nevada,1981,2.08,2.71,5.59,493.037,562.6602,1192.5333,0.37209302325581395,0.4847942754919499,4.79,1192.5333
Nevada,1982,2.0,2.5,5.27,474.0741,519.0592,1124.2667,0.3795066413662239,0.4743833017077799,4.5,1124.2667
Nevada,1983,1.96,2.43,5.18,464.5926,504.5255,1105.0667,0.3783783783783784,0.4691119691119692,4.390000000000001,1105.0667
Nevada,1984,1.97,2.32,5.1,466.963,481.6869,1088.0,0.3862745098039216,0.4549019607843137,4.29,1088.0
Nevada,1985,1.96,2.18,4.99,464.5926,452.6196,1064.5333,0.3927855711422845,0.43687374749499,4.140000000000001,1064.5333
Nevada,1986,2.04,2.07,4.97,483.5556,429.781,1060.2667,0.4104627766599598,0.4164989939637827,4.109999999999999,1060.2667
Nevada,1987,2.01,2.05,4.89,476.4444,425.6285,1043.2,0.41104294478527603,0.41922290388548056,4.06,1043.2
Nevada,1988,2.08,1.95,4.8,493.037,404.8662,1024.0,0.43333333333333335,0.40625,4.03,1024.0
Nevada,1989,2.12,1.87,4.7,502.5185,388.2563,1002.6667,0.451063829787234,0.39787234042553193,3.99,1002.6667
Nevada,1990,2.17,1.92,4.78,514.3704,398.6375,1019.7333,0.4539748953974895,0.40167364016736395,4.09,1019.7333
Nevada,1991,2.05,1.63,4.31,485.9259,338.4266,919.4667,0.4756380510440835,0.37819025522041766,3.6799999999999997,919.4667
Nevada,1992,2.02,1.61,4.25,478.8148,334.2741,906.6667,0.4752941176470588,0.3788235294117647,3.63,906.6667
Nevada,1993,1.95,1.54,4.07,462.2222,319.7405,868.2667,0.4791154791154791,0.37837837837837834,3.49,868.2667
Nevada,1994,1.93,1.51,4.0,457.4815,313.5118,853.3333,0.4825,0.3775,3.44,853.3333
Nevada,1995,1.87,1.39,3.84,443.2593,288.5969,819.2,0.4869791666666667,0.36197916666666663,3.26,819.2
Nevada,1996,1.91,1.39,3.89,452.7407,288.5969,829.8667,0.49100257069408737,0.35732647814910024,3.3,829.8667
Nevada,1997,1.84,1.3,3.72,436.1481,269.9108,793.6,0.4946236559139785,0.3494623655913978,3.14,793.6
Nevada,1998,1.8,1.23,3.62,426.6667,255.3771,772.2667,0.4972375690607735,0.33977900552486184,3.0300000000000002,772.2667
Nevada,1999,1.82,1.29,3.74,431.4074,267.8345,797.8667,0.48663101604278075,0.3449197860962567,3.1100000000000003,797.8667
Nevada,2000,1.79,1.26,3.67,424.2963,261.6058,782.9333,0.48773841961852865,0.34332425068119893,3.05,782.9333
Nevada,2001,1.79,1.21,3.59,424.2963,251.2247,765.8667,0.4986072423398329,0.3370473537604457,3.0,765.8667
Nevada,2002,1.74,1.22,3.56,412.4444,253.3009,759.4667,0.4887640449438202,0.34269662921348315,2.96,759.4667
Nevada,2003,1.74,1.23,3.59,412.4444,255.3771,765.8667,0.48467966573816157,0.3426183844011142,2.9699999999999998,765.8667
Nevada,2004,1.73,1.25,3.61,410.0741,259.5296,770.1333,0.47922437673130197,0.3462603878116344,2.98,770.1333
Nevada,2005,1.69,1.21,3.52,400.5926,251.2247,750.9333,0.48011363636363635,0.34375,2.9,750.9333
Nevada,2006,1.71,1.28,3.63,405.3333,265.7583,774.4,0.47107438016528924,0.3526170798898072,2.99,774.4
Nevada,2007,1.66,1.23,3.52,393.4815,255.3771,750.9333,0.47159090909090906,0.3494318181818182,2.8899999999999997,750.9333
Nevada,2008,1.63,1.29,3.53,386.3704,267.8345,753.0667,0.46175637393767704,0.3654390934844193,2.92,753.0667
Nevada,2009,1.53,1.11,3.21,362.6667,230.4623,684.8,0.4766355140186916,0.3457943925233645,2.64,684.8
Nevada,2010,1.49,1.21,3.3,353.1852,251.2247,704.0,0.45151515151515154,0.3666666666666667,2.7,704.0
Nevada,2011,1.45,1.27,3.35,343.7037,263.6821,714.6667,0.43283582089552236,0.37910447761194027,2.7199999999999998,714.6667
Nevada,2012,1.41,1.25,3.28,334.2222,259.5296,699.7333,0.4298780487804878,0.38109756097560976,2.66,699.7333
Nevada,2013,1.41,1.28,3.32,334.2222,265.7583,708.2667,0.4246987951807229,0.3855421686746988,2.69,708.2667
Nevada,2014,1.41,1.31,3.38,334.2222,271.987,721.0667,0.41715976331360943,0.38757396449704146,2.7199999999999998,721.0667
Nevada,2015,1.39,1.3,3.35,329.4815,269.9108,714.6667,0.4149253731343283,0.3880597014925373,2.69,714.6667
Nevada,2016,1.42,1.46,3.5,336.5926,303.1306,746.6667,0.4057142857142857,0.41714285714285715,2.88,746.6667
Nevada,2017,1.4,1.46,3.47,331.8519,303.1306,740.2667,0.4034582132564841,0.42074927953890484,2.86,740.2667
Nevada,2018,1.35,1.46,3.42,320.0,303.1306,729.6,0.3947368421052632,0.4269005847953216,2.81,729.6
Nevada,2019,1.33,1.48,3.41,315.2593,307.283,727.4667,0.39002932551319647,0.4340175953079179,2.81,727.4667
Nevada,2020,1.33,1.52,3.44,315.2593,315.588,733.8667,0.3866279069767442,0.4418604651162791,2.85,733.8667
Nevada,2021,1.35,1.64,3.58,320.0,340.5028,763.7333,0.3770949720670391,0.45810055865921784,2.99,763.7333
Nevada,2022,1.31,1.71,3.6,310.5185,355.0365,768.0,0.3638888888888889,0.475,3.02,768.0
Nevada,2023,1.26,1.73,3.55,298.6667,359.189,757.3333,0.35492957746478876,0.48732394366197185,2.99,757.3333
New Hampshire,1977,1.86,2.88,5.23,440.8889,597.9562,1115.7333,0.35564053537284895,0.5506692160611854,4.74,1115.7333
New Hampshire,1978,1.95,2.88,5.36,462.2222,597.9562,1143.4667,0.3638059701492537,0.5373134328358209,4.83,1143.4667
New Hampshire,1979,1.94,2.56,5.1,459.8519,531.5166,1088.0,0.38039215686274513,0.5019607843137255,4.5,1088.0
New Hampshire,1980,1.93,2.49,5.02,457.4815,516.983,1070.9333,0.38446215139442236,0.49601593625498014,4.42,1070.9333
New Hampshire,1981,1.89,2.43,4.91,448.0,504.5255,1047.4667,0.38492871690427694,0.494908350305499,4.32,1047.4667
New Hampshire,1982,1.9,2.35,4.84,450.3704,487.9157,1032.5333,0.39256198347107435,0.4855371900826447,4.25,1032.5333
New Hampshire,1983,2.17,2.36,5.09,514.3704,489.9919,1085.8667,0.4263261296660118,0.4636542239685658,4.529999999999999,1085.8667
New Hampshire,1984,1.99,2.33,4.92,471.7037,483.7632,1049.6,0.40447154471544716,0.4735772357723577,4.32,1049.6
New Hampshire,1985,1.99,2.22,4.74,471.7037,460.9246,1011.2,0.41983122362869196,0.46835443037974683,4.21,1011.2
New Hampshire,1986,1.93,2.06,4.52,457.4815,427.7048,964.2667,0.42699115044247793,0.4557522123893806,3.99,964.2667
New Hampshire,1987,1.93,1.99,4.42,457.4815,413.1711,942.9333,0.43665158371040724,0.4502262443438914,3.92,942.9333
New Hampshire,1988,1.91,1.94,4.34,452.7407,402.7899,925.8667,0.4400921658986175,0.4470046082949309,3.8499999999999996,925.8667
New Hampshire,1989,1.87,2.0,4.38,443.2593,415.2474,934.4,0.42694063926940645,0.4566210045662101,3.87,934.4
New Hampshire,1990,1.85,1.97,4.3,438.5185,409.0187,917.3333,0.4302325581395349,0.45813953488372094,3.8200000000000003,917.3333
New Hampshire,1991,1.85,1.96,4.3,438.5185,406.9424,917.3333,0.4302325581395349,0.4558139534883721,3.81,917.3333
New Hampshire,1992,1.81,1.96,4.3,429.037,406.9424,917.3333,0.42093023255813955,0.4558139534883721,3.77,917.3333
New Hampshire,1993,1.83,2.01,4.38,433.7778,417.3236,934.4,0.4178082191780822,0.45890410958904104,3.84,934.4
New Hampshire,1994,1.75,1.9,4.13,414.8148,394.485,881.0667,0.42372881355932207,0.46004842615012104,3.65,881.0667
New Hampshire,1995,1.73,1.79,4.02,410.0741,371.6464,857.6,0.4303482587064677,0.4452736318407961,3.52,857.6
New Hampshire,1996,1.78,1.79,4.11,421.9259,371.6464,876.8,0.4330900243309002,0.4355231143552311,3.5700000000000003,876.8
New Hampshire,1997,1.78,1.72,4.04,421.9259,357.1127,861.8667,0.4405940594059406,0.42574257425742573,3.5,861.8667
New Hampshire,1998,1.77,1.67,3.99,419.5556,346.7315,851.2,0.44360902255639095,0.41854636591478694,3.44,851.2
New Hampshire,1999,1.78,1.64,4.07,421.9259,340.5028,868.2667,0.4373464373464373,0.4029484029484029,3.42,868.2667
New Hampshire,2000,1.78,1.63,4.06,421.9259,338.4266,866.1333,0.4384236453201971,0.4014778325123153,3.41,866.1333
New Hampshire,2001,1.75,1.62,4.03,414.8148,336.3504,859.7333,0.43424317617866004,0.40198511166253104,3.37,859.7333
New Hampshire,2002,1.75,1.64,4.09,414.8148,340.5028,872.5333,0.42787286063569685,0.40097799511002447,3.3899999999999997,872.5333
New Hampshire,2003,1.75,1.63,4.09,414.8148,338.4266,872.5333,0.42787286063569685,0.39853300733496333,3.38,872.5333
New Hampshire,2004,1.74,1.67,4.14,412.4444,346.7315,883.2,0.4202898550724638,0.4033816425120773,3.41,883.2
New Hampshire,2005,1.75,1.71,4.2,414.8148,355.0365,896.0,0.41666666666666663,0.40714285714285714,3.46,896.0
New Hampshire,2006,1.73,1.77,4.28,410.0741,367.4939,913.0667,0.4042056074766355,0.41355140186915884,3.5,913.0667
New Hampshire,2007,1.82,1.75,4.36,431.4074,363.3414,930.1333,0.41743119266055045,0.4013761467889908,3.5700000000000003,930.1333
New Hampshire,2008,1.78,1.79,4.39,421.9259,371.6464,936.5333,0.4054669703872438,0.407744874715262,3.5700000000000003,936.5333
New Hampshire,2009,1.79,1.84,4.47,424.2963,382.0276,953.6,0.40044742729306493,0.41163310961968685,3.63,953.6
New Hampshire,2010,1.81,1.85,4.5,429.037,384.1038,960.0,0.40222222222222226,0.41111111111111115,3.66,960.0
New Hampshire,2011,1.86,1.98,4.76,440.8889,411.0949,1015.4667,0.39075630252100846,0.41596638655462187,3.84,1015.4667
New Hampshire,2012,1.9,1.88,4.64,450.3704,390.3325,989.8667,0.40948275862068967,0.4051724137931035,3.78,989.8667
New Hampshire,2013,1.86,1.92,4.67,440.8889,398.6375,996.2667,0.39828693790149894,0.41113490364025695,3.7800000000000002,996.2667
New Hampshire,2014,1.69,1.95,4.53,400.5926,404.8662,966.4,0.37306843267108164,0.4304635761589404,3.6399999999999997,966.4
New Hampshire,2015,1.87,1.95,4.7,443.2593,404.8662,1002.6667,0.39787234042553193,0.4148936170212766,3.8200000000000003,1002.6667
New Hampshire,2016,1.86,1.99,4.74,440.8889,413.1711,1011.2,0.3924050632911392,0.41983122362869196,3.85,1011.2
New Hampshire,2017,1.83,2.01,4.72,433.7778,417.3236,1006.9333,0.3877118644067797,0.4258474576271186,3.84,1006.9333
New Hampshire,2018,1.79,2.04,4.67,424.2963,423.5523,996.2667,0.38329764453961457,0.43683083511777304,3.83,996.2667
New Hampshire,2019,1.58,2.12,4.52,374.5185,440.1622,964.2667,0.34955752212389385,0.46902654867256643,3.7,964.2667
New Hampshire,2020,1.58,2.09,4.51,374.5185,433.9335,962.1333,0.35033259423503327,0.46341463414634143,3.67,962.1333
New Hampshire,2021,1.66,1.8,4.22,393.4815,373.7226,900.2667,0.3933649289099526,0.4265402843601896,3.46,900.2667
New Hampshire,2022,1.66,2.01,4.48,393.4815,417.3236,955.7333,0.37053571428571425,0.4486607142857142,3.67,955.7333
New Hampshire,2023,1.6,1.86,4.2,379.2593,386.18,896.0,0.38095238095238093,0.44285714285714284,3.46,896.0
New Jersey,1977,1.16,1.13,2.69,274.963,234.6148,573.8667,0.4312267657992565,0.42007434944237915,2.29,573.8667
New Jersey,1978,1.17,1.1,2.69,277.3333,228.3861,573.8667,0.43494423791821557,0.4089219330855019,2.27,573.8667
New Jersey,1979,1.18,1.1,2.71,279.7037,228.3861,578.1333,0.4354243542435424,0.40590405904059046,2.2800000000000002,578.1333
New Jersey,1980,1.22,1.13,2.82,289.1852,234.6148,601.6,0.4326241134751773,0.400709219858156,2.3499999999999996,601.6
New Jersey,1981,1.21,1.15,2.87,286.8148,238.7672,612.2667,0.42160278745644597,0.4006968641114982,2.36,612.2667
New Jersey,1982,1.21,1.13,2.87,286.8148,234.6148,612.2667,0.42160278745644597,0.3937282229965156,2.34,612.2667
New Jersey,1983,1.2,1.13,2.85,284.4444,234.6148,608.0,0.42105263157894735,0.3964912280701754,2.33,608.0
New Jersey,1984,1.18,1.1,2.82,279.7037,228.3861,601.6,0.41843971631205673,0.39007092198581567,2.2800000000000002,601.6
New Jersey,1985,1.17,1.07,2.79,277.3333,222.1573,595.2,0.4193548387096774,0.3835125448028674,2.24,595.2
New Jersey,1986,1.17,1.03,2.77,277.3333,213.8524,590.9333,0.42238267148014436,0.37184115523465705,2.2,590.9333
New Jersey,1987,1.18,1.0,2.72,279.7037,207.6237,580.2667,0.43382352941176466,0.3676470588235294,2.1799999999999997,580.2667
New Jersey,1988,1.15,0.93,2.58,272.5926,193.09,550.4,0.4457364341085271,0.3604651162790698,2.08,550.4
New Jersey,1989,1.13,0.95,2.58,267.8519,197.2425,550.4,0.43798449612403095,0.3682170542635659,2.08,550.4
New Jersey,1990,1.15,0.95,2.58,272.5926,197.2425,550.4,0.4457364341085271,0.3682170542635659,2.0999999999999996,550.4
New Jersey,1991,1.09,0.82,2.34,258.3704,170.2514,499.2,0.4658119658119659,0.3504273504273504,1.9100000000000001,499.2
New Jersey,1992,1.07,0.83,2.34,253.6296,172.3277,499.2,0.4572649572649573,0.3547008547008547,1.9,499.2
New Jersey,1993,1.07,0.79,2.29,253.6296,164.0227,488.5333,0.46724890829694327,0.34497816593886466,1.86,488.5333
New Jersey,1994,1.04,0.79,2.27,246.5185,164.0227,484.2667,0.4581497797356828,0.3480176211453745,1.83,484.2667
New Jersey,1995,1.06,0.79,2.28,251.2593,164.0227,486.4,0.46491228070175444,0.34649122807017546,1.85,486.4
New Jersey,1996,1.0,0.76,2.2,237.037,157.794,469.3333,0.45454545454545453,0.3454545454545454,1.76,469.3333
New Jersey,1997,0.99,0.74,2.19,234.6667,153.6415,467.2,0.452054794520548,0.3378995433789954,1.73,467.2
New Jersey,1998,0.98,0.71,2.15,232.2963,147.4128,458.6667,0.4558139534883721,0.3302325581395349,1.69,458.6667
New Jersey,1999,0.97,0.74,2.18,229.9259,153.6415,465.0667,0.4449541284403669,0.33944954128440363,1.71,465.0667
New Jersey,2000,0.97,0.76,2.2,229.9259,157.794,469.3333,0.44090909090909086,0.3454545454545454,1.73,469.3333
New Jersey,2001,0.99,0.75,2.2,234.6667,155.7178,469.3333,0.44999999999999996,0.3409090909090909,1.74,469.3333
New Jersey,2002,0.98,0.77,2.24,232.2963,159.8702,477.8667,0.43749999999999994,0.34375,1.75,477.8667
New Jersey,2003,0.95,0.8,2.24,225.1852,166.0989,477.8667,0.4241071428571428,0.35714285714285715,1.75,477.8667
New Jersey,2004,0.96,0.82,2.3,227.5556,170.2514,490.6667,0.4173913043478261,0.3565217391304348,1.7799999999999998,490.6667
New Jersey,2005,0.95,0.83,2.3,225.1852,172.3277,490.6667,0.41304347826086957,0.36086956521739133,1.7799999999999998,490.6667
New Jersey,2006,0.95,0.85,2.33,225.1852,176.4801,497.0667,0.407725321888412,0.3648068669527897,1.7999999999999998,497.0667
New Jersey,2007,0.93,0.86,2.33,220.4444,178.5564,497.0667,0.39914163090128757,0.3690987124463519,1.79,497.0667
New Jersey,2008,0.93,0.86,2.35,220.4444,178.5564,501.3333,0.39574468085106385,0.3659574468085106,1.79,501.3333
New Jersey,2009,0.91,0.86,2.34,215.7037,178.5564,499.2,0.38888888888888895,0.36752136752136755,1.77,499.2
New Jersey,2010,0.92,0.86,2.35,218.0741,178.5564,501.3333,0.39148936170212767,0.3659574468085106,1.78,501.3333
New Jersey,2011,0.89,0.89,2.37,210.963,184.7851,505.6,0.3755274261603375,0.3755274261603375,1.78,505.6
New Jersey,2012,0.89,0.91,2.4,210.963,188.9376,512.0,0.37083333333333335,0.3791666666666667,1.8,512.0
New Jersey,2013,0.84,0.92,2.37,199.1111,191.0138,505.6,0.3544303797468354,0.3881856540084388,1.76,505.6
New Jersey,2014,0.84,0.93,2.39,199.1111,193.09,509.8667,0.3514644351464435,0.3891213389121339,1.77,509.8667
New Jersey,2015,0.84,0.93,2.37,199.1111,193.09,505.6,0.3544303797468354,0.3924050632911392,1.77,505.6
New Jersey,2016,0.83,0.93,2.36,196.7407,193.09,503.4667,0.3516949152542373,0.39406779661016955,1.76,503.4667
New Jersey,2017,0.8,0.96,2.36,189.6296,199.3187,503.4667,0.33898305084745767,0.4067796610169492,1.76,503.4667
New Jersey,2018,0.8,0.98,2.36,189.6296,203.4712,503.4667,0.33898305084745767,0.4152542372881356,1.78,503.4667
New Jersey,2019,0.8,1.01,2.39,189.6296,209.6999,509.8667,0.33472803347280333,0.4225941422594142,1.81,509.8667
New Jersey,2020,0.78,1.16,2.53,184.8889,240.8435,539.7333,0.30830039525691705,0.45849802371541504,1.94,539.7333
New Jersey,2021,0.82,1.25,2.63,194.3704,259.5296,561.0667,0.311787072243346,0.4752851711026616,2.07,561.0667
New Jersey,2022,0.74,1.29,2.54,175.4074,267.8345,541.8667,0.29133858267716534,0.5078740157480315,2.0300000000000002,541.8667
New Jersey,2023,0.73,1.34,2.55,173.037,278.2157,544.0,0.2862745098039216,0.5254901960784314,2.0700000000000003,544.0
New Mexico,1977,1.62,0.95,2.88,384.0,197.2425,614.4,0.5625000000000001,0.3298611111111111,2.5700000000000003,614.4
New Mexico,1978,1.65,0.96,2.93,391.1111,199.3187,625.0667,0.5631399317406143,0.32764505119453924,2.61,625.0667
New Mexico,1979,1.64,0.97,2.91,388.7407,201.395,620.8,0.5635738831615119,0.3333333333333333,2.61,620.8
New Mexico,1980,1.65,0.99,2.97,391.1111,205.5474,633.6,0.5555555555555555,0.3333333333333333,2.6399999999999997,633.6
New Mexico,1981,1.73,0.95,3.0,410.0741,197.2425,640.0,0.5766666666666667,0.31666666666666665,2.6799999999999997,640.0
New Mexico,1982,1.72,0.93,2.99,407.7037,193.09,637.8667,0.5752508361204013,0.3110367892976589,2.65,637.8667
New Mexico,1983,1.72,0.98,3.01,407.7037,203.4712,642.1333,0.5714285714285715,0.32558139534883723,2.7,642.1333
New Mexico,1984,1.72,0.76,2.76,407.7037,157.794,588.8,0.6231884057971014,0.2753623188405797,2.48,588.8
New Mexico,1985,1.71,0.77,2.84,405.3333,159.8702,605.8667,0.602112676056338,0.2711267605633803,2.48,605.8667
New Mexico,1986,1.66,0.71,2.73,393.4815,147.4128,582.4,0.608058608058608,0.26007326007326004,2.37,582.4
New Mexico,1987,1.65,0.68,2.69,391.1111,141.1841,573.8667,0.6133828996282528,0.25278810408921937,2.33,573.8667
New Mexico,1988,1.66,0.68,2.67,393.4815,141.1841,569.6,0.6217228464419475,0.2546816479400749,2.34,569.6
New Mexico,1989,1.67,0.66,2.62,395.8519,137.0316,558.9333,0.6374045801526717,0.25190839694656486,2.33,558.9333
New Mexico,1990,1.68,0.68,2.64,398.2222,141.1841,563.2,0.6363636363636364,0.25757575757575757,2.36,563.2
New Mexico,1991,1.64,0.64,2.54,388.7407,132.8792,541.8667,0.6456692913385826,0.25196850393700787,2.28,541.8667
New Mexico,1992,1.56,0.66,2.47,369.7778,137.0316,526.9333,0.631578947368421,0.2672064777327935,2.22,526.9333
New Mexico,1993,1.53,0.63,2.39,362.6667,130.8029,509.8667,0.6401673640167364,0.2635983263598326,2.16,509.8667
New Mexico,1994,1.46,0.6,2.25,346.0741,124.5742,480.0,0.6488888888888888,0.26666666666666666,2.06,480.0
New Mexico,1995,1.56,0.6,2.4,369.7778,124.5742,512.0,0.65,0.25,2.16,512.0
